"","RUID","salary_base","experiential1","popType","gender","ethnicity","post_grad_status","Student.Profile..GPA"
"815",140002887,82000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.62
"816",131009093,NA,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",NA
"817",125002429,75000,"No","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.64
"818",138002545,75000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.24
"819",134002282,55000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.44
"820",132009946,75000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.39
"821",139000643,75000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.89
"822",139007166,75000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.74
"823",139003567,65000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.01
"824",139004959,75000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.6
"825",114007274,NA,"Yes","Humanities & Social Sciences","Female","No Response","Seeking employment",3.8
"826",148001818,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",NA
"827",138002666,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.9
"828",138003254,62000,"Yes","Math & Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.54
"829",139003653,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.47
"830",140005204,55000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.4
"831",128008523,50000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.47
"832",41009411,67000,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"833",132005092,50000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.44
"834",138008949,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.42
"835",138002034,43000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.53
"836",137007467,110000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.82
"837",139004314,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.07
"838",127008096,85000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.46
"839",138006602,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.36
"840",140001299,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.76
"841",139001240,100000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.89
"842",151002157,100000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.9
"843",147008819,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.98
"844",126004987,24000,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.01
"845",132002345,NA,"No","Humanities & Social Sciences","Female","Puerto Rican","Seeking employment",2.95
"846",139007131,30000,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"847",140004058,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.68
"848",132008921,NA,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.79
"849",139000656,65000,"Yes","Humanities & Social Sciences","Male","Unknown","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.47
"850",140007464,62000,"Yes","Math & Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.12
"851",138007098,70000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.75
"852",138003878,105000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.62
"853",141004888,65000,"Yes","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.55
"854",144003986,44000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.67
"855",138001107,70000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.66
"856",148007255,NA,"No","Humanities & Social Sciences","Male","No Response","Seeking employment",4
"857",143005574,72000,"Yes","Math & Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.5
"858",140004333,90000,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.41
"859",139003858,40000,"No","Math & Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.13
"860",134002515,65000,"Yes","Math & Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.02
